complexity,loss,equation,score,sympy_format,lambda_format
17,0.0041124905,(square(Cl + ((Br + 0.37070748) * 0.63589454)) + (square(Sn) + 1.5209165)) + (Sn * -1.2216401),2.1884546660326848e-07,Sn**2 + Sn*(-1.2216401) + (Cl + (Br + 0.37070748)*0.63589454)**2 + 1.5209165,PySRFunction(X=>Sn**2 + Sn*(-1.2216401) + (Cl + (Br + 0.37070748)*0.63589454)**2 + 1.5209165)
18,0.0039989688,(square(Cl + ((Br + 0.57423425) * 0.6151099)) + (1.6871101 + ((Sn + -1.2757715) * Sn))) / 1.1564279,0.027992278174668688,(Sn*(Sn - 1.2757715) + (Cl + (Br + 0.57423425)*0.6151099)**2 + 1.6871101)/1.1564279,PySRFunction(X=>(Sn*(Sn - 1.2757715) + (Cl + (Br + 0.57423425)*0.6151099)**2 + 1.6871101)/1.1564279)
19,0.003998963,((square(Sn) + (Sn * -1.2762078)) + (square(Cl + ((Br + 0.5752295) * 0.61506176)) + 1.6886237)) / 1.1576172,1.4503749579909837e-06,(Sn**2 + Sn*(-1.2762078) + (Cl + (Br + 0.5752295)*0.61506176)**2 + 1.6886237)/1.1576172,PySRFunction(X=>(Sn**2 + Sn*(-1.2762078) + (Cl + (Br + 0.5752295)*0.61506176)**2 + 1.6886237)/1.1576172)
20,0.0036537459,((Sn * ((Sn + -1.20983) - (Cl * Br))) + square(Cl + ((Br + 0.38896373) * 0.63263416))) + 1.5129596,0.09028216220090417,Sn*(-Br*Cl + Sn - 1.20983) + (Cl + (Br + 0.38896373)*0.63263416)**2 + 1.5129596,PySRFunction(X=>Sn*(-Br*Cl + Sn - 1.20983) + (Cl + (Br + 0.38896373)*0.63263416)**2 + 1.5129596)
22,0.0035143672,((((-1.0241739 / (0.8537404 - (Br * Cl))) + Sn) * Sn) + 1.5064249) + square(Cl + ((Br + 0.40309212) * 0.630369)),0.019446717350918238,Sn*(Sn - 1.0241739/(0.8537404 - Br*Cl)) + (Cl + (Br + 0.40309212)*0.630369)**2 + 1.5064249,PySRFunction(X=>Sn*(Sn - 1.0241739/(0.8537404 - Br*Cl)) + (Cl + (Br + 0.40309212)*0.630369)**2 + 1.5064249)
23,0.0034357,(Sn * ((Sn + -1.207833) - (Cl * (Cs - square(Cl))))) + (square(((Br * 0.6299407) + Cl) + 0.25068706) + 1.5098009),0.022638791122405334,Sn*(-Cl*(-Cl**2 + Cs) + Sn - 1.207833) + (Br*0.6299407 + Cl + 0.25068706)**2 + 1.5098009,PySRFunction(X=>Sn*(-Cl*(-Cl**2 + Cs) + Sn - 1.207833) + (Br*0.6299407 + Cl + 0.25068706)**2 + 1.5098009)
24,0.0033676468,((Sn * (Sn + (-1.1955721 - (Br * (Cs * (Cl + 0.32866454)))))) + 1.5081011) + square(((Br + 0.39608613) * 0.63370156) + Cl),0.020006467961419475,Sn*(-Br*Cs*(Cl + 0.32866454) + Sn - 1.1955721) + (Cl + (Br + 0.39608613)*0.63370156)**2 + 1.5081011,PySRFunction(X=>Sn*(-Br*Cs*(Cl + 0.32866454) + Sn - 1.1955721) + (Cl + (Br + 0.39608613)*0.63370156)**2 + 1.5081011)
25,0.0033257394,square(Cl + ((Br + 0.40259036) * 0.62318915)) + ((Sn * (Sn + -1.1721177)) + ((((square(Sn) + -0.33988672) * -0.28251818) * Cs) + 1.4998851)),0.012522196196432047,(Sn**2 - 0.33988672)*(-0.28251818)*Cs + Sn*(Sn - 1.1721177) + (Cl + (Br + 0.40259036)*0.62318915)**2 + 1.4998851,PySRFunction(X=>(Sn**2 - 0.33988672)*(-0.28251818)*Cs + Sn*(Sn - 1.1721177) + (Cl + (Br + 0.40259036)*0.62318915)**2 + 1.4998851)
26,0.0030539243,((Sn * (Sn + -1.1660949)) + square(((Br + 0.4869488) * 0.5937873) + Cl)) + (((((Sn + Cl) + -0.46167606) * Cs) * -0.2667011) + 1.4736031),0.08526460600094346,(Cl + Sn - 0.46167606)*Cs*(-0.2667011) + Sn*(Sn - 1.1660949) + (Cl + (Br + 0.4869488)*0.5937873)**2 + 1.4736031,PySRFunction(X=>(Cl + Sn - 0.46167606)*Cs*(-0.2667011) + Sn*(Sn - 1.1660949) + (Cl + (Br + 0.4869488)*0.5937873)**2 + 1.4736031)
27,0.0030054864,((square(Sn) + (Cl + -0.43894157)) * (Cs * -0.27245116)) + (((Sn + -1.1675006) * Sn) + (1.4713305 + square(((Br + 0.49314255) * 0.5924695) + Cl))),0.015988000875449007,(Cl + Sn**2 - 0.43894157)*Cs*(-0.27245116) + Sn*(Sn - 1.1675006) + (Cl + (Br + 0.49314255)*0.5924695)**2 + 1.4713305,PySRFunction(X=>(Cl + Sn**2 - 0.43894157)*Cs*(-0.27245116) + Sn*(Sn - 1.1675006) + (Cl + (Br + 0.49314255)*0.5924695)**2 + 1.4713305)
28,0.0029697826,(((Cl + (Sn + -0.48529482)) * ((Cs + Br) * -0.22447786)) + 1.4548094) + (square(((Br + 0.56509054) * 0.53801966) + Cl) + (Sn * (Sn + -1.1364648))),0.011950666967152844,Sn*(Sn - 1.1364648) + (Cl + Sn - 0.48529482)*(Br + Cs)*(-0.22447786) + (Cl + (Br + 0.56509054)*0.53801966)**2 + 1.4548094,PySRFunction(X=>Sn*(Sn - 1.1364648) + (Cl + Sn - 0.48529482)*(Br + Cs)*(-0.22447786) + (Cl + (Br + 0.56509054)*0.53801966)**2 + 1.4548094)
29,0.0029327513,(square(Cl + ((Br + 0.4432192) * 0.62032694)) + 1.4850727) + ((Sn * (Sn + -1.1824335)) + (((Cl + ((Sn + -0.8283917) + Br)) * -0.26591933) * square(Cs))),0.012547758808694513,(Br + Cl + Sn - 0.8283917)*(-0.26591933)*Cs**2 + Sn*(Sn - 1.1824335) + (Cl + (Br + 0.4432192)*0.62032694)**2 + 1.4850727,PySRFunction(X=>(Br + Cl + Sn - 0.8283917)*(-0.26591933)*Cs**2 + Sn*(Sn - 1.1824335) + (Cl + (Br + 0.4432192)*0.62032694)**2 + 1.4850727)
30,0.0027887647,(((((Sn + Cl) * (Br + 0.7056713)) + -0.43768933) * (-0.2999038 * Cs)) + (Sn * (Sn + -1.1647328))) + (square(Cl + ((Br + 0.47037598) * 0.60375917)) + 1.4748152),0.05034225474400674,((Br + 0.7056713)*(Cl + Sn) - 0.43768933)*(-0.2999038)*Cs + Sn*(Sn - 1.1647328) + (Cl + (Br + 0.47037598)*0.60375917)**2 + 1.4748152,PySRFunction(X=>((Br + 0.7056713)*(Cl + Sn) - 0.43768933)*(-0.2999038)*Cs + Sn*(Sn - 1.1647328) + (Cl + (Br + 0.47037598)*0.60375917)**2 + 1.4748152)
31,0.0027664895,square(((Br + 0.49750602) * 0.5948748) + Cl) + ((((Sn + -1.1647708) * Sn) + 1.4664413) + (Cs * (((square(Cs + Br) * Cl) + (Sn + -0.53600156)) * -0.25782052))),0.008019549990093187,Cs*(Cl*(Br + Cs)**2 + Sn - 0.53600156)*(-0.25782052) + Sn*(Sn - 1.1647708) + (Cl + (Br + 0.49750602)*0.5948748)**2 + 1.4664413,PySRFunction(X=>Cs*(Cl*(Br + Cs)**2 + Sn - 0.53600156)*(-0.25782052) + Sn*(Sn - 1.1647708) + (Cl + (Br + 0.49750602)*0.5948748)**2 + 1.4664413)
32,0.0027319777,square(((Br + 0.5009936) * 0.5944181) + Cl) + (((Sn * (Sn + -1.1670271)) + 1.4651332) + (((square(Sn) + (square(Br + Cs) * Cl)) + -0.5144301) * (Cs * -0.2592691))),0.012553408782534437,(Cl*(Br + Cs)**2 + Sn**2 - 0.5144301)*Cs*(-0.2592691) + Sn*(Sn - 1.1670271) + (Cl + (Br + 0.5009936)*0.5944181)**2 + 1.4651332,PySRFunction(X=>(Cl*(Br + Cs)**2 + Sn**2 - 0.5144301)*Cs*(-0.2592691) + Sn*(Sn - 1.1670271) + (Cl + (Br + 0.5009936)*0.5944181)**2 + 1.4651332)
33,0.0027141483,(((Sn + -1.1686239) * Sn) + (((Cs * -0.26713026) * ((square(square(Sn)) + -0.48528436) + (Cl * square(Br + 0.95539176)))) + 1.4654348)) + square(Cl + ((Br + 0.499178) * 0.5955353)),0.006547576643145929,Cs*(-0.26713026)*(Cl*(Br + 0.95539176)**2 + Sn**4 - 0.48528436) + Sn*(Sn - 1.1686239) + (Cl + (Br + 0.499178)*0.5955353)**2 + 1.4654348,PySRFunction(X=>Cs*(-0.26713026)*(Cl*(Br + 0.95539176)**2 + Sn**4 - 0.48528436) + Sn*(Sn - 1.1686239) + (Cl + (Br + 0.499178)*0.5955353)**2 + 1.4654348)
34,0.0026955474,(((Sn + -1.1678284) * Sn) + (square(((Br + 0.4906278) * 0.5989864) + Cl) + 1.467381)) + ((((Cl * (Br + square(Br + 0.91884154))) + -0.5266472) + square(Sn)) * (Cs * -0.2549208)),0.006876901895146383,(Cl*(Br + (Br + 0.91884154)**2) + Sn**2 - 0.5266472)*Cs*(-0.2549208) + Sn*(Sn - 1.1678284) + (Cl + (Br + 0.4906278)*0.5989864)**2 + 1.467381,PySRFunction(X=>(Cl*(Br + (Br + 0.91884154)**2) + Sn**2 - 0.5266472)*Cs*(-0.2549208) + Sn*(Sn - 1.1678284) + (Cl + (Br + 0.4906278)*0.5989864)**2 + 1.467381)
35,0.002680685,(square(((Br + 0.49210697) * 0.59903675) + Cl) + 1.4667176) + (((((square(square(Sn)) + -0.5114984) + ((square(Br + 0.9202324) + Br) * Cl)) * Cs) * -0.25528416) + ((Sn + -1.1699196) * Sn)),0.005528941740297559,(Cl*(Br + (Br + 0.9202324)**2) + Sn**4 - 0.5114984)*Cs*(-0.25528416) + Sn*(Sn - 1.1699196) + (Cl + (Br + 0.49210697)*0.59903675)**2 + 1.4667176,PySRFunction(X=>(Cl*(Br + (Br + 0.9202324)**2) + Sn**4 - 0.5114984)*Cs*(-0.25528416) + Sn*(Sn - 1.1699196) + (Cl + (Br + 0.49210697)*0.59903675)**2 + 1.4667176)
